gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,cusip,curcd,at,bkvlps,ceq,dltt,dt,ni,pi,txt,costat
23812,20131231,2013,INDL,C,D,STD,75886F107,USD,2951.013,19.5821,1952.076,504.573,505.638,424.362,713.36,288.998,A
23812,20141231,2014,INDL,C,D,STD,75886F107,USD,3871.827,24.8201,2542.325,457.711,459.064,348.074,775.747,427.673,A
23812,20151231,2015,INDL,C,D,STD,75886F107,USD,5609.132,34.9247,3654.837,362.919,375.51,636.056,1225.097,589.041,A
23827,20111231,2011,INDL,C,D,STD,198280109,USD,,,,,,,,,I
23827,20121231,2012,INDL,C,D,STD,198280109,USD,,,,,,,,,I
23827,20131231,2013,INDL,C,D,STD,198280109,USD,7281.2,,3915.6,819.8,,280.7,418.2,146.5,I
23827,20141231,2014,INDL,C,D,STD,198280109,USD,8157.5,,4176.3,1472.8,,268.1,438.4,169.7,I
23827,20151231,2015,INDL,C,D,STD,198280109,USD,10056.2,10.1455,4056.6,2746.2,,267.2,460.5,153,I
23877,20061231,2006,INDL,C,D,STD,222862104,USD,5665.107,18.521,2953.002,750.5,760.5,560.045,896.348,336.303,I
23877,20071231,2007,INDL,C,D,STD,222862104,USD,7158.791,21.35,3301.479,1662.021,1662.021,626.094,994.87,368.776,I
23877,20081231,2008,INDL,C,D,STD,222862104,USD,7727.398,23.1352,3430.669,1902.472,1902.472,381.895,605.776,223.881,I
23877,20091231,2009,INDL,C,D,STD,222862104,USD,8166.532,25.0865,3712.554,1599.027,1599.027,242.301,504.554,189.22,I
23877,20101231,2010,INDL,C,D,STD,222862104,USD,8495.585,28.1018,4199.166,1599.396,1599.396,438.616,686.534,247.918,I
23877,20111231,2011,INDL,C,D,STD,222862104,USD,8813.532,31.9539,4510.991,1584.7,1818.603,543.105,858.101,314.996,I
23877,20121231,2012,INDL,C,D,STD,222862104,USD,8750.988,35.0956,4722.915,1585.19,1585.19,487.063,784.535,297.472,I
23943,20061231,2006,INDL,C,D,STD,69344F106,USD,1006.557,2.6941,573.16,225,225,-99.892,-50.655,49.237,I
23943,20071231,2007,INDL,C,D,STD,69344F106,USD,1131.998,2.7293,598.667,225,225,-49.104,-32.256,16.848,I
23943,20081231,2008,INDL,C,D,STD,69344F106,USD,970.318,3.4438,769.283,68.34,68.34,133.923,63.906,-70.017,I
23943,20091231,2009,INDL,C,D,STD,69344F106,USD,1115.477,3.85,882.526,58.356,58.356,46.877,51.101,4.224,I
23943,20101231,2010,INDL,C,D,STD,69344F106,USD,1526.546,4.374,1020.787,61.605,61.605,83.162,113.324,30.162,I
23943,20111231,2011,INDL,C,D,STD,69344F106,USD,1399.439,4.7812,1105.7,0,0,84.699,80.883,-3.816,I
23943,20121231,2012,INDL,C,D,STD,69344F106,USD,894.773,3.1549,637.116,0,0,-328.018,-282.027,45.991,I
23943,20131231,2013,INDL,C,D,STD,69344F106,USD,849.951,3.0087,588.012,0,0,-32.254,-6.498,25.756,I
23943,20141231,2014,INDL,C,D,STD,69344F106,USD,869.085,3.1394,627.236,0,0,0.082,14.494,14.412,I
23945,20061231,2006,INDL,C,D,STD,156708109,USD,3045.497,19.9625,1309.46,224.992,1248.304,144.816,238.254,93.438,I
23945,20071231,2007,INDL,C,D,STD,156708109,USD,3506.269,19.2602,1302.067,3.788,1240.957,-191.704,-68.419,123.285,I
23945,20081231,2008,INDL,C,D,STD,156708109,USD,3169.188,21.8649,1502.926,3.692,1033.713,222.548,180.81,-20.665,I
23945,20091231,2009,INDL,C,D,STD,156708109,USD,4658.095,30.1929,2261.958,363.696,1182.621,342.627,289.407,78.68,I
23945,20101231,2010,INDL,C,D,STD,156708109,USD,4891.833,37.0251,2633.432,391.416,1043.413,425.745,618.799,201.116,I
23978,20061231,2006,INDL,C,D,STD,912909108,USD,10586,36.8215,4365,943,1025,1374,1723,324,A
23978,20071231,2007,INDL,C,D,STD,912909108,USD,15632,46.8749,5531,3147,3257,879,1108,218,A
23978,20081231,2008,INDL,C,D,STD,912909108,USD,16087,42.126,4895,3064,3145,2112,3007,853,A
23978,20091231,2009,INDL,C,D,STD,912909108,USD,15422,32.6195,4676,3345,3364,-1401,-1845,-439,A
23978,20101231,2010,INDL,C,D,STD,912909108,USD,15350,26.8037,3851,3517,3733,-482,-385,97,A
23978,20111231,2011,INDL,C,D,STD,912909108,USD,16073,24.3049,3500,3828,3848,-53,27,80,A
23978,20121231,2012,INDL,C,D,STD,912909108,USD,15217,24.0986,3477,3936,3938,-124,6,131,A
23978,20131231,2013,INDL,C,D,STD,912909108,USD,13143,23.1407,3348,3616,3939,-1672,-2232,-560,A
23978,20141231,2014,INDL,C,D,STD,912909108,USD,12314,26.0822,3799,3120,3498,102,170,68,A
23978,20151231,2015,INDL,C,D,STD,912909108,USD,9190,16.6529,2436,3116,3161,-1642,-1459,183,A
24008,20061231,2006,INDL,C,D,STD,584699102,USD,2953.2,5.772,1377.2,1164.4,1165.5,48.7,74.6,25.9,I
24032,20061231,2006,INDL,C,D,STD,48020T101,USD,3787,20.4968,2211.6,788.6,792.7,-144.1,-199.5,-53.5,I
24032,20071231,2007,INDL,C,D,STD,48020T101,USD,3236.6,23.4091,1996.8,777.7,782.5,311.1,-58.5,-104.4,I
24032,20081231,2008,INDL,C,D,STD,48020T101,USD,2427.5,14.1751,1182.2,528.9,782,-765.4,-772.9,-6.6,I
24032,20091231,2009,INDL,C,D,STD,48020T101,USD,2025,12.7916,1092.4,526.4,529,-86.6,-70.1,16.2,I
24032,20101231,2010,INDL,C,D,STD,48020T101,USD,2332.4,13.1736,1138.2,535.1,536.9,53.8,85.1,30.7,I
24032,20111231,2011,INDL,C,D,STD,48020T101,USD,2715.3,13.4469,1089.2,854.7,856.7,50.7,71.1,19.6,I
24032,20121231,2012,INDL,C,D,STD,48020T101,USD,2595.5,12.6869,1004.8,955.7,957.9,-56.1,-67.9,-12.9,I
24032,20131231,2013,INDL,C,D,STD,48020T101,USD,2511.9,12.3325,982.9,692.5,949.1,-19.8,-13.3,6.4,I
24216,20061231,2006,INDL,C,D,STD,00130H105,USD,31201,4.4578,2965,14628,16043,204,928,334,A
24216,20071231,2007,INDL,C,D,STD,00130H105,USD,34453,4.72,3164,16680,18056,-95,1614,685,A
24216,20081231,2008,INDL,C,D,STD,00130H105,USD,34806,5.5357,3669,16914,18153,1234,2784,774,A
24216,20091231,2009,INDL,C,D,STD,00130H105,USD,39535,7.0019,4675,17943,19916,658,2435,599,A
24216,20101231,2010,INDL,C,D,STD,00130H105,USD,40511,8.2186,6473,16693,19733,9,1227,307,A
24216,20111231,2011,INDL,C,D,STD,00130H105,USD,45333,7.7707,5946,20116,22573,58,2177,636,A
24216,20121231,2012,INDL,C,D,STD,00130H105,USD,41830,6.139,4569,18519,19973,-912,348,708,A
24216,20131231,2013,INDL,C,D,STD,00130H105,USD,40411,5.993,4330,18869,19994,114,1073,343,A
24216,20141231,2014,INDL,C,D,STD,00130H105,USD,38966,6.0695,4272,18725,20000,769,1595,419,A
24216,20151231,2015,INDL,C,D,STD,00130H105,USD,36850,4.7225,3149,18278,19769,306,1227,465,A
24316,20061231,2006,INDL,C,D,STD,61174X109,USD,308.372,2.4993,225.084,0.004,0.303,97.949,162.239,64.29,A
24316,20071231,2007,INDL,C,D,STD,61174X109,USD,544.603,4.5301,422.167,0,0.663,149.406,239.756,90.35,A
24316,20081231,2008,INDL,C,D,STD,61174X109,USD,761.837,4.8304,436.316,0,0.959,108.032,173.477,65.445,A
24316,20091231,2009,INDL,C,D,STD,61174X109,USD,800.07,6.6352,584.953,0,0.206,208.716,335.695,126.979,A
24316,20101231,2010,INDL,C,D,STD,61174X109,USD,1082.131,9.3099,828.398,0,0.274,212.029,349.302,137.273,A
24316,20111231,2011,INDL,C,D,STD,61174X109,USD,1362.399,11.2367,979.158,0,0,286.219,457.27,171.051,A
24316,20121231,2012,INDL,C,D,STD,61174X109,USD,1043.325,3.8872,644.397,0,0,340.02,549.154,209.134,A
24316,20131231,2013,INDL,C,D,STD,61174X109,USD,1420.509,5.9481,992.279,0,0,338.661,563.894,225.233,A
24316,20141231,2014,INDL,C,D,STD,61174X109,USD,1938.875,9.0337,1515.15,0,0,483.185,745.788,262.603,A
24316,20151231,2015,INDL,C,D,STD,61174X109,USD,5675.189,23.7034,4809.41,0,0,546.733,891.548,344.815,A
24318,20061231,2006,FS,C,D,STD,G98294104,USD,59308.87,,10130.959,3368.376,,,1895.758,219.645,A
24318,20061231,2006,INDL,C,D,STD,G98294104,USD,59308.87,53.1189,10130.959,3420.904,3433.245,1762.767,2007.428,219.645,A
24318,20071231,2007,FS,C,D,STD,G98294104,USD,57762.264,,9948.132,2855.722,,,1593.587,233.922,A
24318,20071231,2007,INDL,C,D,STD,G98294104,USD,57762.264,50.2959,9948.132,3198.551,3211.56,275.889,533.739,233.922,A
24318,20081231,2008,FS,C,D,STD,G98294104,USD,45682.005,,6115.223,3422.777,,,-872.989,222.578,A
24318,20081231,2008,INDL,C,D,STD,G98294104,USD,45682.005,15.4627,6115.223,3422.777,3432.595,-2553.813,-2331.235,222.578,A
24318,20091231,2009,FS,C,D,STD,G98294104,USD,45579.675,,9430.102,2697.617,,,134.714,120.307,A
24318,20091231,2009,INDL,C,D,STD,G98294104,USD,45579.675,24.6409,9430.102,2697.617,2708.717,74.991,195.194,120.307,A
24318,20101231,2010,FS,C,D,STD,G98294104,USD,45023.351,,10610.743,2690.523,,,684.746,162.737,A
24318,20101231,2010,INDL,C,D,STD,G98294104,USD,45023.351,30.3757,10610.743,2690.523,2701.491,643.377,806.118,162.737,A
24318,20111231,2011,FS,C,D,STD,G98294104,USD,44626.077,,9424.938,1888.803,,,-420.962,59.707,A
24318,20111231,2011,INDL,C,D,STD,G98294104,USD,44626.077,29.8592,9424.938,1888.832,2499.972,-474.76,-344.176,59.707,A
24318,20121231,2012,FS,C,D,STD,G98294104,USD,45387.779,,10510.072,1883.266,,,764.416,34.028,A
24318,20121231,2012,INDL,C,D,STD,G98294104,USD,45387.779,35.1882,10510.072,1883.266,1895.193,651.134,764.416,34.028,A
24318,20131231,2013,FS,C,D,STD,G98294104,USD,45652.887,,9997.633,1866.812,,,1214.152,77.505,A
24318,20131231,2013,INDL,C,D,STD,G98294104,USD,45652.887,35.93,9997.633,1866.812,2478.673,1059.916,1214.152,77.505,A
24318,20141231,2014,FS,C,D,STD,G98294104,USD,45046.819,,10033.752,1841.849,,,365.735,96.897,A
24318,20141231,2014,INDL,C,D,STD,G98294104,USD,45046.819,39.3198,10033.752,1841.849,1853.944,188.34,365.735,96.897,A
24318,20151231,2015,FS,C,D,STD,G98294104,USD,58682.938,,11677.079,2804.742,,,1294.178,-19.161,A
24318,20151231,2015,INDL,C,D,STD,G98294104,USD,58682.938,39.6176,11677.079,2804.742,2816.612,1207.152,1294.178,-19.161,A
24344,20061231,2006,INDL,C,D,STD,92532F100,USD,921.579,4.0115,505.935,19.997,121.747,-206.891,-207.937,0,A
24344,20071231,2007,INDL,C,D,STD,92532F100,USD,601.477,2.0417,271.295,0,19.997,-391.279,-391.279,0,A
24344,20081231,2008,INDL,C,D,STD,92532F100,USD,980.479,1.5794,238.874,287.5,287.5,-459.851,-459.851,0,A
24344,20091231,2009,INDL,C,D,STD,92532F100,USD,1955.488,5.483,1096.346,121.765,153.836,-642.178,-642.178,0,A
24344,20101231,2010,INDL,C,D,STD,92532F100,USD,1725.446,2.4762,503.973,400,536.991,-754.626,-754.626,0,A
24344,20111231,2011,INDL,C,D,STD,92532F100,USD,2204.28,3.7593,786.843,455.95,455.95,29.574,60.445,19.266,A
24344,20121231,2012,INDL,C,D,STD,92532F100,USD,2759.288,4.5984,999.18,683.201,696.908,-107.032,-12.381,38.754,A
24344,20131231,2013,INDL,C,D,STD,92532F100,USD,2319.041,5.8018,1356.405,489.691,506.584,-445.028,-976.117,-288.567,A
24344,20141231,2014,INDL,C,D,STD,92532F100,USD,2334.679,4.4465,1075.006,792.935,824.947,-738.555,-734.875,6.958,A
24344,20151231,2015,INDL,C,D,STD,92532F100,USD,2498.875,3.8162,939.967,739.503,826.526,-556.334,-557.8,30.381,A
24379,20061231,2006,FS,C,D,STD,552848103,USD,6621.671,,4295.877,781.277,,,525.328,130.097,A
24379,20061231,2006,INDL,C,D,STD,552848103,USD,6621.671,51.8826,4295.877,581.277,781.277,564.739,694.836,130.097,A
24379,20071231,2007,FS,C,D,STD,552848103,USD,7716.361,,2594.343,798.25,,,-2234.654,-833.977,A
24379,20071231,2007,INDL,C,D,STD,552848103,USD,7716.361,31.7184,2594.343,798.25,798.25,-1670.018,-2503.995,-833.977,A
24379,20081231,2008,FS,C,D,STD,552848103,USD,9182.829,,2367.2,1074.039,,,-937.729,-394.329,A
24379,20081231,2008,INDL,C,D,STD,552848103,USD,9182.829,18.9273,2367.2,1074.039,1074.039,-518.914,-913.243,-394.329,A
24379,20091231,2009,FS,C,D,STD,552848103,USD,9404.419,,1302.581,668.883,,,-1765.053,-442.776,A
24379,20091231,2009,INDL,C,D,STD,552848103,USD,9404.419,10.4122,1302.581,668.883,668.883,-1322.277,-1765.053,-442.776,A
24379,20101231,2010,FS,C,D,STD,552848103,USD,9333.642,,1669.055,959.555,,,-359.4,4.335,A
24379,20101231,2010,INDL,C,D,STD,552848103,USD,9333.642,8.3265,1669.055,959.555,1036.955,-363.735,-359.4,4.335,A
24379,20111231,2011,FS,C,D,STD,552848103,USD,7216.23,,1196.815,859.937,,,-484.299,1.593,A
24379,20111231,2011,INDL,C,D,STD,552848103,USD,7216.23,5.9492,1196.815,859.937,859.937,-485.892,-484.299,1.593,A
24379,20121231,2012,FS,C,D,STD,552848103,USD,5574.324,,196.94,824.519,,,-928.644,-1.565,A
24379,20121231,2012,INDL,C,D,STD,552848103,USD,5574.324,0.9748,196.94,824.519,824.519,-927.079,-928.644,-1.565,A
24379,20131231,2013,FS,C,D,STD,552848103,USD,5601.39,,744.538,1317.295,,,-46.152,3.696,A
24379,20131231,2013,INDL,C,D,STD,552848103,USD,5601.39,2.2044,744.538,1317.295,1317.295,-49.848,-46.152,3.696,A
24379,20141231,2014,FS,C,D,STD,552848103,USD,5266.434,,1036.903,1234.522,,,254.723,2.774,A
24379,20141231,2014,INDL,C,D,STD,552848103,USD,5266.434,3.0627,1036.903,1234.522,1296.44,251.949,254.723,2.774,A
24379,20151231,2015,FS,C,D,STD,552848103,USD,5879.545,,2236.14,1223.025,,,487.687,-684.313,A
24379,20151231,2015,INDL,C,D,STD,552848103,USD,5879.545,6.5835,2236.14,1223.025,1223.025,1172,487.687,-684.313,A
24468,20061231,2006,INDL,C,D,STD,09062X103,USD,8552.808,21.1423,7149.778,96.694,96.694,217.511,498.933,278.431,A
24468,20071231,2007,INDL,C,D,STD,09062X103,USD,8628.815,18.7142,5534.295,51.843,1562.978,638.172,852.195,272.423,A
24468,20081231,2008,INDL,C,D,STD,09062X103,USD,8478.991,20.1549,5806.083,1085.431,1113.098,783.167,1155.843,365.776,A
24468,20091231,2009,INDL,C,D,STD,09062X103,USD,8551.854,22.6337,6221.53,1080.207,1099.969,970.132,1332.679,355.617,A
24468,20101231,2010,INDL,C,D,STD,09062X103,USD,8092.493,22.4329,5396.506,1066.379,1203.532,1005.273,1229.906,331.333,A
24468,20111231,2011,INDL,C,D,STD,09062X103,USD,9049.604,26.539,6425.499,1060.808,1064.1,1234.428,1711.214,444.528,A
24468,20121231,2012,INDL,C,D,STD,09062X103,USD,10130.118,29.4254,6961.523,687.396,1140.775,1380.033,1850.587,470.554,A
24468,20131231,2013,INDL,C,D,STD,09062X103,USD,11863.335,36.4751,8620.242,592.433,595.927,1862.341,2463.355,601.014,A
24468,20141231,2014,INDL,C,D,STD,09062X103,USD,14316.559,46.0815,10809.01,582.061,585.197,2934.784,3931.507,989.942,A
24468,20151231,2015,INDL,C,D,STD,09062X103,USD,19504.8,42.8765,9372.8,6521.5,6526.3,3547,4754.8,1161.6,A
24607,20061231,2006,INDL,C,D,STD,564055101,USD,2398.477,7.8844,573.193,955.211,993.658,167.084,266.558,96.998,I
24616,20101231,2010,INDL,C,D,STD,70450Y103,USD,,,,,,,,,A
24616,20111231,2011,INDL,C,D,STD,70450Y103,USD,,,,,,,,,A
24616,20121231,2012,INDL,C,D,STD,70450Y103,USD,,,,,,,,,A
24616,20131231,2013,INDL,C,D,STD,70450Y103,USD,19160,,7390,0,0,955,1084,129,A
24616,20141231,2014,INDL,C,D,STD,70450Y103,USD,21917,,8248,0,0,419,1261,842,A
24616,20151231,2015,INDL,C,D,STD,70450Y103,USD,28881,11.241,13759,0,0,1228,1488,260,A
24731,20061231,2006,FS,C,D,STD,49446R109,USD,7869.28,,3366.259,3120.943,,,373.312,4.387,A
24731,20061231,2006,INDL,C,D,STD,49446R109,USD,7869.28,12.7236,3366.259,3120.943,3587.243,428.259,375.772,4.387,A
24731,20071231,2007,FS,C,D,STD,49446R109,USD,9097.816,,3893.69,3734.315,,,348.88,-44.49,A
24731,20071231,2007,INDL,C,D,STD,49446R109,USD,9097.816,12.8937,3893.69,3734.315,4216.415,442.83,351.588,-44.49,A
24731,20081231,2008,FS,C,D,STD,49446R109,USD,9397.147,,3974.462,3972.046,,,254.973,3.542,A
24731,20081231,2008,INDL,C,D,STD,49446R109,USD,9397.147,12.3223,3974.462,3972.046,4556.646,249.902,255.56,3.542,A
24731,20091231,2009,FS,C,D,STD,49446R109,USD,10162.205,,4852.089,4054.583,,,-30.669,-36.622,A
24731,20091231,2009,INDL,C,D,STD,49446R109,USD,10162.205,10.4011,4852.089,4054.583,4434.383,-3.942,-30.669,-36.622,A
24731,20101231,2010,FS,C,D,STD,49446R109,USD,9833.875,,4934.888,3911.687,,,147.68,3.415,A
24731,20101231,2010,INDL,C,D,STD,49446R109,USD,9833.875,10.1516,4934.888,3911.687,4058.987,142.868,147.68,3.415,A
24731,20111231,2011,FS,C,D,STD,49446R109,USD,9614.516,,4685.432,3690.785,,,196.398,19.537,A
24731,20111231,2011,INDL,C,D,STD,49446R109,USD,9614.516,9.5257,4685.432,3690.785,4114.385,169.051,196.398,19.537,A
24731,20121231,2012,FS,C,D,STD,49446R109,USD,9740.807,,4765.058,3535.617,,,220.216,3.939,A
24731,20121231,2012,INDL,C,D,STD,49446R109,USD,9740.807,9.2946,4765.058,3535.617,4195.317,266.073,220.216,3.939,A
24731,20131231,2013,FS,C,D,STD,49446R109,USD,9663.63,,4632.315,3383.201,,,297.635,34.52,A
24731,20131231,2013,INDL,C,D,STD,49446R109,USD,9663.63,8.9264,4632.315,3383.201,4221.401,236.281,297.635,34.52,A
24731,20141231,2014,FS,C,D,STD,49446R109,USD,10285.728,,4774.683,3713.098,,,407.333,22.438,A
24731,20141231,2014,INDL,C,D,STD,49446R109,USD,10285.728,9.2268,4774.683,3713.098,4620.298,424.001,407.333,22.438,A
24731,20151231,2015,FS,C,D,STD,49446R109,USD,11344.171,,5046.268,4585.81,,,960.448,60.23,A
24731,20151231,2015,INDL,C,D,STD,49446R109,USD,11344.171,10.2709,5046.268,4585.81,5376.31,894.115,960.448,60.23,A
24782,20060630,2006,INDL,C,D,STD,G97822103,USD,1750.624,6.8955,640.744,621.717,621.717,71.4,105.935,34.535,A
24782,20070630,2007,INDL,C,D,STD,G97822103,USD,1925.154,8.0783,754.469,650.762,666.143,73.797,89.054,15.257,A
24782,20080630,2008,INDL,C,D,STD,G97822103,USD,2575.077,10.0065,933.715,895.095,915.19,135.773,180.444,44.671,A
24782,20090630,2009,INDL,C,D,STD,G97822103,USD,2536.355,9.9982,921.921,875,892.181,144.049,203.78,62.682,A
24782,20100630,2010,INDL,C,D,STD,G97822103,USD,3092.736,11.8526,1086.808,935,1335,222.546,308.186,84.089,A
24782,20110630,2011,INDL,C,D,STD,G97822103,USD,3189.221,16.4807,1529.044,875,890,339.197,450.554,109.996,A
24782,20120630,2012,INDL,C,D,STD,G97822103,USD,4024.047,19.8006,1851.037,1329.235,1369.235,401.613,511.989,119.015,A
24782,20130630,2013,INDL,C,D,STD,G97822103,USD,5350.8,24.7758,2331.4,1927.8,1969,441.9,607.7,165.8,A
24782,20140630,2014,INDL,C,D,STD,G97822103,USD,13880.2,64.9694,8692.9,3090.5,3232.1,205.3,272.6,67.3,A
24782,20150630,2015,INDL,C,D,STD,G97822103,USD,19720.6,72.8817,10662.6,5246.9,5305.1,128,248,120,A
24800,20060930,2006,INDL,C,D,STD,747525103,USD,15208,8.115,13406,58,58,2470,3156,686,A
24800,20070930,2007,INDL,C,D,STD,747525103,USD,18495,9.6203,15835,91,91,3303,3626,323,A
24800,20080930,2008,INDL,C,D,STD,747525103,USD,24563,10.8357,17944,142,143,3160,3826,666,A
24800,20090930,2009,INDL,C,D,STD,747525103,USD,27445,12.1726,20316,187,189,1592,2076,484,A
24800,20100930,2010,INDL,C,D,STD,747525103,USD,30572,12.9392,20858,221,223,3247,4034,787,A
24800,20110930,2011,INDL,C,D,STD,747525103,USD,36422,16.0327,26951,170,171,4260,5687,1132,A
24800,20120930,2012,INDL,C,D,STD,747525103,USD,43012,19.6501,33523,60,60,6109,6562,1279,A
24800,20130930,2013,INDL,C,D,STD,747525103,USD,45516,21.4172,36088,17,17,6853,8194,1349,A
24800,20140930,2014,INDL,C,D,STD,747525103,USD,48574,23.4685,39169,,,7967,8778,1244,A
24800,20150930,2015,INDL,C,D,STD,747525103,USD,50796,20.6175,31421,9969,9969,5271,6487,1219,A
24856,20061231,2006,INDL,C,D,STD,375558103,USD,4085.981,3.9376,1815.718,1380.939,1399.686,-1189.957,-644.473,551.75,A
24856,20071231,2007,INDL,C,D,STD,375558103,USD,5834.716,3.7105,3459.99,1300.621,1300.907,1615.298,2261.23,655.04,A
24856,20081231,2008,INDL,C,D,STD,375558103,USD,7018.574,4.5641,4152.487,1299.854,1305.485,2011.154,2725.841,723.251,A
24856,20091231,2009,INDL,C,D,STD,375558103,USD,9698.559,7.0765,6367.065,1155.443,1155.443,2635.755,3501.956,876.364,A
24856,20101231,2010,INDL,C,D,STD,375558103,USD,11592.63,7.3114,5863.729,2838.573,3477.564,2901.257,3913.548,1023.799,A
24856,20111231,2011,INDL,C,D,STD,375558103,USD,17303.134,8.9481,6738.856,7605.734,7605.734,2803.637,3651.004,861.945,A
24856,20121231,2012,INDL,C,D,STD,375558103,USD,21239.838,12.2564,9309.739,7054.555,8223.988,2591.566,3611.98,1038.381,A
24856,20131231,2013,INDL,C,D,STD,375558103,USD,22496.785,7.451,11369.067,3938.708,6635.678,3074.808,4208.219,1150.933,A
24856,20141231,2014,INDL,C,D,STD,375558103,USD,34664,10.3009,15426,11921,12404,12101,14856,2797,A
24856,20151231,2015,INDL,C,D,STD,375558103,USD,51839,13.0352,18534,21195,22178,18108,21659,3553,A
24893,20060930,2006,INDL,C,D,STD,966837106,USD,2042.996,10.0578,1404.143,8.606,8.655,203.828,339.713,135.885,A
24893,20070930,2007,INDL,C,D,STD,966837106,USD,3213.128,10.4769,1458.804,736.087,760.868,182.74,304.567,121.827,A
24893,20080930,2008,INDL,C,D,STD,966837106,USD,3380.736,10.7354,1506.024,928.79,929.17,114.524,206.519,91.995,A
24893,20090930,2009,INDL,C,D,STD,966837106,USD,3783.388,11.4978,1627.876,738.848,739.237,146.804,250.942,104.138,A
24893,20100930,2010,INDL,C,D,STD,966837106,USD,3986.54,13.7954,2373.258,508.288,508.698,245.833,411.781,165.948,A
24893,20110930,2011,INDL,C,D,STD,966837106,USD,4292.075,16.7219,2991.305,17.439,17.905,342.612,551.712,209.1,A
24893,20120930,2012,INDL,C,D,STD,966837106,USD,5294.216,20.5054,3802.469,23.11,24.122,465.573,752.044,286.471,A
24893,20130930,2013,INDL,C,D,STD,966837106,USD,5538,10.4135,3878,26,27,551,894,343,A
24893,20140930,2014,INDL,C,D,STD,966837106,USD,5744,10.5799,3813,60,62,579,946,367,A
24893,20150930,2015,INDL,C,D,STD,966837106,USD,5741,10.8025,3769,62,65,536,878,342,A
24925,20061231,2006,INDL,C,D,STD,776696106,USD,2995.359,16.9384,1486.839,726.881,1026.792,193.324,292.872,99.548,A
24925,20071231,2007,INDL,C,D,STD,776696106,USD,3453.184,20.1616,1789.806,727.489,1058.592,250.033,383.657,133.624,A
24925,20081231,2008,INDL,C,D,STD,776696106,USD,3971.538,22.333,2003.738,1033.689,1267.516,286.515,435.955,149.44,A
24925,20091231,2009,INDL,C,D,STD,776696106,USD,4327.736,25.8656,2421.49,1040.962,1153.758,239.481,339.768,100.287,A
24925,20101231,2010,INDL,C,D,STD,776696106,USD,5069.524,28.9301,2750.907,1247.703,1341.045,322.58,448.394,125.814,A
24925,20111231,2011,INDL,C,D,STD,776696106,USD,5319.417,33.0488,3195.096,1015.11,1085.016,427.247,604.987,177.74,A
24925,20121231,2012,INDL,C,D,STD,776696106,USD,7071.104,37.3994,3687.726,1503.107,2022.122,483.36,686.681,203.321,A
24925,20131231,2013,INDL,C,D,STD,776696106,USD,8184.981,42.4224,4213.05,2453.836,2464.852,538.293,754.13,215.837,A
24925,20141231,2014,INDL,C,D,STD,776696106,USD,8412.934,47.4938,4755.36,2203.031,2214.123,646.033,921.456,275.423,A
24925,20151231,2015,INDL,C,D,STD,776696106,USD,10168.365,52.5324,5298.947,3264.417,3271.222,696.067,1002.345,306.278,A
25056,20061231,2006,INDL,C,D,STD,887317303,USD,131669,15.5546,60389,35233,35297,6552,6826,1337,A
25056,20071231,2007,INDL,C,D,STD,887317303,USD,133830,16.2917,58536,37304,37430,4387,6795,2336,A
25056,20081231,2008,INDL,C,D,STD,887317303,USD,113896,11.786,42288,37916,39983,-13402,-18623,-3247,A
25056,20091231,2009,INDL,C,D,STD,887317303,USD,65730,28.8531,33383,15357,15416,2468,3283,1194,A
25056,20101231,2010,INDL,C,D,STD,887317303,USD,66524,29.9727,32940,16523,16549,2578,3919,1348,A
25056,20111231,2011,INDL,C,D,STD,887317303,USD,67801,30.7567,29957,19501,19524,2886,4366,1484,A
25056,20121231,2012,INDL,C,D,STD,887317303,USD,68304,32.0569,29877,19122,19871,3019,4542,1526,A
25056,20131231,2013,INDL,C,D,STD,887317303,USD,67994,33.4123,29904,20099,20165,3691,5303,1749,A
25056,20141231,2014,INDL,C,D,STD,887317303,USD,63259,29.4183,24476,21376,22494,3827,4679,785,A
25056,20151231,2015,INDL,C,D,STD,887317303,USD,63848,29.7094,23619,23594,23792,3833,5446,1651,A
25119,20061231,2006,INDL,C,D,STD,608190104,USD,8178.394,54.8257,3715.263,2207.547,2783.681,455.833,676.311,220.478,A
25119,20071231,2007,INDL,C,D,STD,608190104,USD,8680.05,68.8633,4707.357,2021.395,2281.834,706.814,604.117,-102.697,A
25119,20081231,2008,INDL,C,D,STD,608190104,USD,6446.175,46.0941,3153.803,1860.001,1954.786,-1458.228,-1278.166,180.062,A
25119,20091231,2009,INDL,C,D,STD,608190104,USD,6391.446,46.7383,3200.823,1801.572,1854.479,-5.499,-77.713,-76.694,A
25119,20101231,2010,INDL,C,D,STD,608190104,USD,6098.926,47.6702,3271.556,1302.994,1653.582,185.471,192.648,2.713,A
25119,20111231,2011,INDL,C,D,STD,608190104,USD,6206.228,49.6618,3415.785,1200.184,1586.439,173.922,199.874,21.649,A
25119,20121231,2012,INDL,C,D,STD,608190104,USD,6303.684,53.7882,3719.617,1327.729,1382.942,250.258,304.492,53.599,A
25119,20131231,2013,INDL,C,D,STD,608190104,USD,8494.177,61.3744,4461.057,2132.79,2260.008,348.786,445.571,78.385,A
25119,20141231,2014,INDL,C,D,STD,608190104,USD,8285.544,60.5928,4418.006,1402.135,2253.44,531.965,663.891,131.637,A
25119,20151231,2015,INDL,C,D,STD,608190104,USD,9942.364,65.6599,4854.173,1196.928,3199.931,615.302,748.861,131.875,A
